id,price,cats_ok,dogs_ok,housing_type,laundry,parking,bedrooms,bathrooms,no_smoking,is_furnished,ev_charging,wheelchair_acccess,latitude,longitude
7244913924,2400.0,True,True,apartment,laundry in bldg,street parking,3.0,1.5,False,False,False,False,40.692841,-73.912969
7244913807,2350.0,True,True,apartment,laundry in bldg,street parking,3.0,1.0,False,False,False,False,40.682428,-73.912303
7244913212,3000.0,True,True,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.711609,-73.957535
7244910172,1650.0,True,True,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,40.675056,-73.947344
7244909453,2900.0,True,True,apartment,laundry in bldg,street parking,3.0,1.0,False,False,False,False,40.837078,-73.944297
7244909261,2250.0,True,True,apartment,no laundry on site,street parking,3.0,1.0,False,False,False,False,40.692564,-73.941011
7244909086,3400.0,True,True,apartment,laundry in bldg,street parking,5.0,1.0,False,False,False,False,40.6924,-73.9666
7244908044,1880.0,True,True,apartment,no laundry on site,street parking,2.0,1.0,False,False,False,True,40.8153,-73.9072
7244907379,1800.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.708427,-73.957904
7244907124,3100.0,True,True,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,40.578013,-74.100572
7244907057,2400.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.665315,-73.923266
7244906486,1750.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.682477,-73.951828
7244906392,2300.0,True,True,apartment,w/d hookups,street parking,3.0,1.0,False,False,False,False,40.67,-73.9367
7244904615,2400.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,True,False,False,False,40.718981,-73.953695
7244903712,1650.0,True,False,apartment,laundry in bldg,street parking,1.0,1.0,True,False,False,False,40.734135,-73.958292
7244902429,2500.0,False,False,apartment,laundry in bldg,off-street parking,2.0,2.0,True,True,False,False,40.747307,-73.897862
7244901735,2500.0,False,False,apartment,laundry in bldg,street parking,3.0,1.0,True,False,False,False,40.7855,-73.845
7244901305,1600.0,False,False,apartment,laundry in bldg,off-street parking,2.0,1.0,False,False,False,False,40.807719,-73.995066
7244900976,2000.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,True,False,False,False,40.7611,-73.8916
7244900302,1600.0,False,False,apartment,laundry in bldg,street parking,1.0,1.0,True,False,False,False,40.7029,-73.8111
7244900221,1780.0,False,False,condo,laundry on site,street parking,1.0,1.0,True,False,False,False,40.834015,-73.853471
7244899846,2500.0,False,False,apartment,laundry in bldg,street parking,3.0,2.0,True,False,False,True,40.6744,-73.819
7244899442,2000.0,True,False,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.678168,-73.995728
7244899355,2350.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,True,False,False,False,40.745,-73.9069
7244899019,1995.0,True,True,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.674308,-73.949254
7244898818,1624.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.67862,-73.941164
7244898777,1999.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.7855,-73.845
7244898223,1600.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,True,False,False,False,40.6913,-73.8585
7244897734,2300.0,False,False,apartment,laundry in bldg,street parking,3.0,2.0,True,False,False,False,40.7029,-73.8111
7244895769,2600.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.680892,-73.973959
7244894431,1802.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.693085,-73.945735
7244894414,2350.0,False,False,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.6816,-73.9798
7244894248,1695.0,True,True,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.7547,-73.9925
7244894246,2100.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.8702,-73.8495
7244893440,2009.0,True,True,apartment,w/d in unit,street parking,1.0,1.0,False,False,False,False,40.649111,-73.961613
7244892557,1700.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.659624,-73.997942
7244891420,3300.0,True,True,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.578013,-74.100572
7244889936,2800.0,False,False,apartment,laundry in bldg,street parking,0.0,2.0,True,False,False,False,40.675168,-73.825252
7244888063,2600.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.7272,-73.9498
7244887419,3000.0,False,False,apartment,no laundry on site,street parking,3.0,1.0,False,False,False,False,40.681075,-73.974207
7244887373,1750.0,True,True,apartment,laundry in bldg,off-street parking,0.0,1.0,False,False,False,False,40.678543,-73.949679
7244887116,2450.0,True,True,apartment,laundry in bldg,street parking,3.0,1.0,False,False,False,False,40.6521,-74.0018
7244884580,2500.0,False,False,apartment,laundry in bldg,street parking,0.0,1.0,True,False,False,False,40.6836,-73.848617
7244883868,1650.0,True,True,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,41.014954,-73.870536
7244883162,860.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.6179,-73.9856
7244880375,1599.0,True,True,apartment,laundry in bldg,street parking,0.0,1.0,True,False,False,False,40.822089,-73.944587
7244880346,2100.0,True,True,apartment,laundry in bldg,street parking,1.0,1.0,False,False,False,False,40.67683,-73.948588
7244879615,2700.0,True,True,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.673694,-73.967191
7244879379,1749.0,True,True,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,40.8075,-73.952365
7244879280,2250.0,True,True,apartment,w/d in unit,street parking,1.0,1.0,False,False,False,False,40.672681,-73.953019
7244878714,1900.0,True,True,apartment,laundry in bldg,street parking,0.0,1.0,False,False,False,False,40.681696,-73.951378
7244878595,1399.0,True,True,apartment,laundry in bldg,street parking,0.0,1.0,True,False,False,False,40.850193,-73.932495
7244878522,3200.0,False,False,apartment,laundry in bldg,street parking,3.0,1.0,False,False,False,False,40.673694,-73.967191
7244877822,2200.0,False,False,apartment,laundry in bldg,street parking,2.0,1.0,False,False,False,False,40.6689,-73.958609
7244877358,3000.0,True,True,apartment,laundry in bldg,street parking,3.0,2.5,False,False,False,False,40.6016,-73.9968
7244877347,3500.0,True,True,apartment,w/d in unit,street parking,3.0,2.0,False,False,False,False,40.711484,-73.918526
7244876839,2495.0,True,True,apartment,laundry in bldg,street parking,3.0,2.0,False,False,False,False,40.693905,-73.948914
7244876789,2150.0,True,True,apartment,w/d in unit,street parking,2.0,1.0,False,False,False,False,40.6907,-73.9274
